,StopUID,StopNameZh_tw,StopNameEn,PositionLat,PositionLon,GeoHash,Bearing,上車人數,下車人數
606,ILA235585,公館路,Gongguan Rd.,24.5861400002556,121.84757995263,wsqeuey8w,S,0,0
607,ILA235586,白米甕,Baimiweng,24.5838200002596,121.84648995264,wsqeuemgj,S,0,2
608,ILA235587,永春里,Yongchun Village,24.5819700002647,121.846089952639,wsqeuej87,S,0,18
609,ILA235588,湖東,Hudong,24.5791200002753,121.846129952626,wsqeudmxu,S,0,0
610,ILA235589,永樂國小,Yongle Elementary School,24.57636,121.84457,wsqeu9ux8,W,0,22
611,ILA235590,粗坑,Cukeng,24.57581,121.84131,wsqeu9fhk,W,0,10
612,ILA235591,永樂里,Yongle Village,24.57594,121.83759,wsqeu3zmj,W,0,21
613,ILA241571,大坑,Dakeng,24.66739,121.68238,wsqs2fw3u,E,24,13
614,ILA241587,大坑,Dakeng,24.66751,121.68259,wsqs2fwd9,W,8,20
615,ILA241589,大湖,Dahu,24.6679,121.67124,wsqs2dwkc,W,0,9
616,ILA241593,青仔地,Qingzidi,24.66801,121.81787,wsqsk49jd,E,1,5
617,ILA241599,大同加油站,Datong Gas Station,24.6710299989407,121.604379957203,wsqkr5jx5,S,0,5
618,ILA241628,內鯉魚,Neiliyu,24.78869,121.73428,wsqt40shw,W,0,0
619,ILA241629,匏崙,Paolun,24.79345,121.73078,wsqt4198k,W,0,0
620,ILA241649,臨時站,Temporary Station,24.57581,121.83943,wsqeu9bu2,E,25,0
621,ILA241650,臨時站,Temporary Station,24.57584,121.83945,wsqeu9bu8,W,0,10
622,ILA241659,隘界路-永愛新村,Aijia Rd. - Yong-ai Village,24.619261,121.837915,wsqsh3z9t,E,0,7
623,ILA241660,岳明國小,Yueming  Elementary School,24.61276295,121.8525179,wsqshbd79,E,0,12
624,ILA241661,岳明新村,Yueming  Village,24.6100137001701,121.85796518828,wsqshbn78,E,0,9
625,ILA241662,岳明新村,Yueming  Village,24.6101800002109,121.858039952551,wsqshbnkd,W,19,0
626,ILA241670,岳明國小,Yueming  Elementary School,24.6128600001783,121.852579952656,wsqshbdk6,W,11,0
627,ILA241671,東溪巷,Dongxi Lane,24.6157250023989,121.54818278747,wsqkjchsv,S,0,0
628,ILA241675,隘界路-永愛新村,Aijia Rd. - Yong-ai Village,24.6194540262753,121.838143104811,wsqsh3zfd,W,5,1
629,ILA241677,青仔地,Qingzidi,24.6682,121.81789,wsqsk49nd,W,6,5
630,ILA241679,東壘,Donglei,24.60441,121.53046,wsq7vrpg0,W,0,3
631,ILA241680,東壘,Donglei,24.60434,121.53053,wsq7vrpfd,E,7,0
632,ILA241681,東溪巷,Dongxi Lane,24.615907,121.548378,wsqkjchy4,N,0,0
633,ILA241688,大福海濱遊憩區,Dafu Seaside Park,24.802427,121.816726,wsqth50hx,S,55,2
634,ILA241695,巧仁宮,Qiaoren Temple,24.76583,121.76675,wsqsfu7z6,W,0,0
635,ILA241698,大湖,Dahu,24.6678,121.67119,wsqs2dwk2,E,9,0
636,ILA241702,仙水寺,Xianshui Temple,24.67429,121.83051,wsqsk7f60,E,5,0
637,ILA241703,季水村,Jishui Village,24.67824,121.83378,wsqskks9h,E,5,5
638,ILA241706,尚武村口,Shangwu Village,24.68466,121.6977,wsqs3m9w9,W,0,0
639,ILA241711,惠德橋,Huide Bridge,24.72974,121.73181,wsqsdjfmh,S,0,17
640,ILA241713,林家莊,Linjiazhuang,24.748464,121.686487,wsqsc136k,S,2,0
641,ILA241724,季水村,Jishui Village,24.67827,121.83369,wsqskks96,S,1,1
642,ILA241727,尚武村口,Shangwu Village,24.68455,121.69774,wsqs3m9tf,E,0,1
643,ILA241730,仙水寺,Xianshui Temple,24.67433,121.83051,wsqsk7f62,W,5,14
644,ILA241732,三官廟,Sanguan Temple,24.78141,121.74325,wsqsfr6dp,W,0,0
645,ILA241734,林家莊,Linjiazhuang,24.74868,121.68663,wsqsc137x,W,0,14
646,ILA241747,巧仁宮,Qiaoren Temple,24.765638,121.766425,wsqsfu7w7,N,0,0
647,ILA244319,蘭陽女中,National Lan-Yang  Girls Senior High School,24.74672,121.75498,wsqsf9520,S,198,36
648,ILA244320,東興,Dongxing,24.62443,121.80299,wsqs5dwpx,S,9,7
649,ILA244381,冬山國中,Dongshan Junior High School,24.632479,121.793367,wsqs5kpnx,E,33,33
650,ILA244386,巨木,Jumu,24.53072,121.51904,wsq7t1xmy,W,0,0
651,ILA244387,福德廟2,Fude Temple (2),24.5747399988509,121.496009958677,wsq7u9wwn,S,0,0
652,ILA244410,宜蘭火車站(光復路),Yilan train station(Guangfu Rd.),24.75501,121.75684,wsqsfds8k,N,0,0
653,ILA244415,協天廟,SieTian Temple,24.818813,121.76881,wsqt4yjk4,N,38,83
654,ILA244416,三角,Sanjiao,24.74301,121.7564,wsqsf8k63,S,8,9
655,ILA244417,宜蘭運動公園,Yilan Sports Park,24.74022,121.75877,wsqsdxy40,S,31,25
656,ILA244418,宜蘭縣政府,Yilan County Hall,24.730883,121.764751,wsqsdy47u,S,21,36
657,ILA244419,城仔,Chengzi,24.72629,121.7673,wsqsdvk1p,S,17,26
658,ILA244423,石油公司,Oil Company,24.69815,121.76881,wsqsdbjm4,S,26,28
659,ILA244424,中興國小,Zhongxing Elementary School,24.69239,121.76976,wsqs6zn59,S,3,16
660,ILA244425,清水橋,Qingshui Bridge,24.68945,121.77024,wsqs6yw6k,S,5,6
661,ILA244426,下香和,Xiaxianghe,24.6276,121.80031,wsqs5ek60,S,11,8
662,ILA244427,香和,Xianghe,24.63006,121.79813,wsqs5ef8q,E,48,62
663,ILA244429,冬山鄉公所,Dungshan Township Office,24.63387,121.7931,wsqs5krn8,W,88,69
664,ILA244431,冬山,Dongshan,24.63491,121.78973,wsqs5kssf,S,24,8
665,ILA244432,生態綠舟(天照宮),Eco Green Boat(Tianzhao Temple),24.63753,121.78727,wsqs5m4u1,N,0,0
666,ILA244448,慕光,Muguang,24.65692,121.77888,wsqs70ssv,W,7,0
667,ILA244468,維揚路,Weiyang Rd.,24.672329,121.761932,wsqs6g2qd,W,45,14
668,ILA244469,廣興,Guangxing,24.6701846646589,121.749683161728,wsqs67p6j,W,118,154
669,ILA244480,牛鬥1,Niudou (1),24.6423259452261,121.564374627209,wsqknmbrz,N,0,0
670,ILA244481,牛鬥派出所,Niudou Police Station,24.640655,121.571498,wsqknmtwj,E,0,7
671,ILA244492,菓子園,Guoziyuan,24.6393778946689,121.578238293644,wsqknt6wf,E,2,0
672,ILA244496,竹林,Zhulin,24.68488,121.77061,wsqs6vwxu,S,3,8
673,ILA244497,八仙橋,Baxian Bridge,24.66211,121.77576,wsqs71d7h,N,2,2
674,ILA244533,蓁巷村,Qinxiang Village,24.71095,121.68792,wsqs946rw,E,0,0
675,ILA244543,蓁巷路,Qinxiang Rd.,24.72534,121.71166,wsqs9t5ex,S,0,0
676,ILA244544,三鬮二,Sanyan-er,24.73175,121.7165,wsqs9wr2b,N,0,0
677,ILA244545,尚德萬營區,Shangdewanyingqu,24.7356,121.71709,wsqs9wzxm,E,0,0
678,ILA244581,外員山,Waiyuanshan,24.74464,121.72554,wsqscbtgf,E,22,6
679,ILA244596,外員山,Waiyuanshan,24.744657,121.725428,wsqscbtu0,W,0,15
680,ILA244597,尚德萬營區,Shangdewanyingqu,24.73572,121.71702,wsqs9xp8h,S,0,0
681,ILA244598,三鬮二,Sanyan-er,24.73174,121.71631,wsqs9wr0g,S,0,0
682,ILA244599,蓁巷路,Qinxiang Rd.,24.72546,121.71157,wsqs9t5sj,S,0,0
683,ILA244616,蓁巷村,Qinxiang Village,24.71106,121.68784,wsqs94d2k,W,0,0
684,ILA244634,香和,Xianghe,24.63033,121.79736,wsqs5ef4h,S,16,38
685,ILA244683,博愛醫院,Poh-ai Hospital,24.67261,121.77013,wsqs6gw23,E,150,165
686,ILA244691,群英路,Qunying Rd.,24.66547,121.77389,wsqs741nc,N,4,31
687,ILA244692,臨時站,Temporary Station,24.668016,121.772578,wsqs748jd,N,5,7
688,ILA244693,聖母醫院,St. Mary's Hospital,24.67107,121.77094,wsqs6gnzk,N,134,226
689,ILA244698,復興路口,Fuxing Rd. Intersection,24.68199,121.76979,wsqs6vnp1,N,51,17
690,ILA244699,竹林,Zhulin,24.68413,121.770501,wsqs6vwe6,N,11,6
691,ILA244700,清水橋,Qingshui Bridge,24.68992,121.77041,wsqs6ywt0,N,9,7
692,ILA244701,中興國小,Zhongxing Elementary School,24.69251,121.77,wsqs6znhq,N,10,4
693,ILA244750,東城,Dongcheng,24.61607,121.81074,wsqs5c5z5,S,14,10
694,ILA244751,電石廠,Calcium Carbide Factory,24.61986,121.80699,wsqs5ccjh,S,2,0
695,ILA244752,石油公司,Oil Company,24.69828,121.76908,wsqsdbjtc,N,26,24
696,ILA244760,城仔,Chengzi,24.72704,121.76711,wsqsdvkj7,N,28,15
697,ILA244761,宜蘭縣政府,Yilan County Hall,24.73132,121.76482,wsqsdy4qm,N,19,31
698,ILA244762,宜蘭運動公園,Yilan Sports Park,24.73996,121.75951,wsqsdxy8d,N,13,17
699,ILA244763,三角,Sanjiao,24.742592,121.756719,wsqsf8k81,W,1,11
700,ILA244764,蘭陽女中,National Lan-Yang  Girls Senior High School,24.74586,121.75553,wsqsf8gej,N,35,218
701,ILA244770,復興路口,Fuxing Rd. Intersection,24.682037,121.769646,wsqs6vjzq,S,12,64
702,ILA244775,聖母醫院,St. Mary's Hospital,24.67068,121.77093,wsqs6gnvh,S,76,45
703,ILA244776,臨時站,Temporary Station,24.668025,121.772353,wsqs6fxvt,S,2,8
704,ILA244777,群英路,Qunying Rd.,24.66528,121.77373,wsqs740vt,S,19,4
705,ILA244778,八仙橋,Baxian Bridge,24.661938,121.775468,wsqs71d4n,S,2,3
706,ILA244818,義和,yihe,24.635205,121.787518,wsqs5kdyq,E,4,18
707,ILA244823,下香和,Xiaxianghe,24.62726,121.80025,wsqs5ek0p,S,9,14
708,ILA244824,東興,Dongxing,24.62345,121.80351,wsqs5dw9g,S,1,7
709,ILA244825,電石廠,Calcium Carbide Factory,24.61958,121.80658,wsqs5cbg7,S,0,4
710,ILA244826,東城,Dongcheng,24.61585,121.81055,wsqs5c5tx,S,6,8
711,ILA244829,武荖坑,Wulaokeng,24.61472,121.81412,wsqs5byr4,E,0,11
712,ILA244836,新城,Xincheng,24.615402,121.820957,wsqsh1574,E,10,15
713,ILA244837,蘇澳新站,Su'aoxin Station,24.60775,121.8271,wsqeupxy9,S,11,7
714,ILA244839,蘇澳國中,Su-ao Junior High School,24.59701,121.83494,wsqeumtrz,E,33,101
715,ILA244841,蘇澳國小,Su-ao Elementary School,24.59596,121.84116,wsqeutd1b,E,10,16
716,ILA244842,湧泉,Yongquan,24.5956,121.844518,wsqeutkrz,E,27,126
717,ILA244858,茭白里,Jiaobai Village,24.77965,121.75975,wsqsfwyxz,N,6,2
718,ILA244860,十六結,Shiliujie,24.80986,121.76723,wsqt4ukpy,N,4,16
719,ILA244874,進安宮,Jin-an Temple,24.58405,121.86465,wsqev57hk,S,0,110
720,ILA244883,茭白里,Jiaobai Village,24.77992,121.75957,wsqsfxn97,S,6,5
721,ILA244885,南興里,Nanxing Village,24.58139,121.86744,wsqev4vhv,E,0,93
722,ILA244886,南方澳,Nanfang-ao,24.580572,121.870334,wsqev4z20,S,0,106
723,ILA244887,南方澳,Nanfang-ao,24.580599,121.870387,wsqev4z23,E,121,0
724,ILA244888,南興里,Nanxing Village,24.58146,121.86741,wsqev4vjk,S,123,0
725,ILA244890,進安宮,Jin-an Temple,24.58407,121.8649,wsqev57k9,E,104,2
726,ILA244908,湧泉,Yongquan,24.59578,121.84441,wsqeuts2u,W,85,42
727,ILA244934,蘇澳國小,Su-ao Elementary School,24.59624,121.84067,wsqeut9em,W,31,33
728,ILA244936,蘇澳國中,Su-ao Junior High School,24.59717,121.83517,wsqeumv8v,W,221,12
729,ILA244938,蘇澳新站,Su'aoxin Station,24.608864,121.826854,wsqeupzt5,S,9,31
730,ILA244939,新城,Xincheng,24.61561,121.82121,wsqsh15kr,S,12,11
731,ILA244940,武荖坑,Wulaokeng,24.61503,121.81387,wsqs5cn0u,S,10,2
732,ILA244945,破布烏,Pobuwu,24.6631702930074,121.634533204533,wsqkrcg96,E,8,0
733,ILA244946,牛鬥1,Niudou (1),24.642396,121.564158,wsqknq026,S,0,0
734,ILA244948,宜蘭火車站(光復路),Yilan Train Station(Guangfu Rd.),24.75491,121.75677,wsqsfdkxf,E,0,0
735,ILA244954,牛鬥1,Niudou (1),24.6423301808162,121.564376335501,wsqknmbrz,N,0,0
736,ILA244971,巨木,Jumu,24.5307499991025,121.5185799581,wsq7t1xju,E,0,0
737,ILA244980,宜蘭監獄,Yilan Prison,24.6674511611655,121.677825236219,wsqs2fe46,E,62,5
738,ILA244993,百韜橋,Baidao Bridge,24.59734,121.51334,wsq7vjg3f,W,0,0
739,ILA245009,宜蘭監獄,Yilan Prison,24.6676199992547,121.677829955915,wsqs2fe56,W,4,78
740,ILA245016,百韜橋,Baidao Bridge,24.59734,121.51347,wsq7vjg3v,E,0,0
741,ILA245023,水源地,Shuiyuandi,24.72144,121.70738,wsqs9s2sg,E,1,0
742,ILA245029,破布烏,Pobuwu,24.6633599990925,121.634499956648,wsqkrcgd3,W,0,13
743,ILA245030,菓子園,Guoziyuan,24.639631,121.578793,wsqkntdbr,W,0,0
744,ILA245031,牛鬥派出所,Niudou Police Station,24.64088,121.57152,wsqknmtxt,W,5,0
745,ILA245032,牛鬥1,Niudou (1),24.6424,121.56416,wsqknq026,S,0,0
746,ILA245075,學進村,Xuejin Village,24.70319,121.77041,wsqsdcnd8,N,5,21
747,ILA245104,慕光,Muguang,24.65663,121.77875,wsqs70se6,S,3,4
748,ILA245150,軍人忠烈祠,Martyrs Shrine,24.60378,121.83273,wsqeuqgzk,E,0,1
749,ILA247483,南山村,Nanshan Village,24.4405599988619,121.380089960124,wsq741629,S,0,0
750,ILA247484,南山村,Nanshan Village,24.4404265496937,121.380277172371,wsq7414rv,N,0,0
751,ILA247486,四季,Siji,24.4858493736786,121.42555947775,wsq771e2k,W,0,0
752,ILA247487,四季,Siji,24.484782,121.425073,wsq771741,E,0,0
753,ILA247488,宜蘭轉運站,Yilan Transfer Station,24.75234,121.75873,wsqsfdn0b,N,0,178
754,ILA247514,四城,Sicheng,24.78716,121.76176,wsqt4b25w,N,34,25
755,ILA247515,四城,Sicheng,24.787387,121.761526,wsqt4b2hc,S,33,57
756,ILA247587,壯圍鄉公所,Zhuangwei Township Office,24.7463599994059,121.785679954377,wsqsg2ctu,E,45,36
757,ILA247588,新社,Xinshe,24.785178,121.814309,wsqt5bn2p,S,10,0
758,ILA247589,新社,Xinshe,24.785163,121.814534,wsqt5bn8h,N,0,14
759,ILA247590,過嶺,Guoling,24.7643,121.81571,wsqsgupqx,S,24,0
760,ILA247591,過嶺,Guoling,24.764241,121.815917,wsqsgupwh,N,0,19
761,ILA247592,公館,Gongguan,24.73554,121.816251,wsqseyzyu,E,0,41
762,ILA247593,公館,Gongguan,24.7357,121.81647,wsqssnbpc,W,32,0
763,ILA247636,水源地,Shuiyuandi,24.721771,121.707542,wsqs9s2wz,S,0,0
764,ILA251477,衛生所,Public Health Center,24.59368,121.84171,wsqeut4kt,W,5,0
765,ILA251478,衛生所,Public Health Center,24.593596,121.84145,wsqeut4hp,E,0,8
766,ILA251479,興泰街口,Xingtai St. Intersection,24.5946810256337,121.838789041575,wsqeut263,W,15,0
767,ILA251480,興泰街口,Xingtai St. Intersection,24.594458,121.838661,wsqeut21n,E,0,13
768,ILA251481,坪林路口,Pinglin Rd. Intersection,24.59456,121.83669,wsqeumqc8,W,19,0
769,ILA251482,坪林路口,Pinglin Rd. Intersection,24.59446,121.8365,wsqeumq9h,E,0,34
770,ILA251483,志成路,Zhicheng Rd.,24.597365,121.833708,wsqeumud5,N,0,0
771,ILA259431,第一銀行,First Bank,24.75755,121.75266,wsqsfdcx4,N,140,25
772,ILA259437,協天廟,SieTian Temple,24.818766,121.768666,wsqt4yj5z,S,65,57
773,ILA259448,慈安路,Ci-an Rd.,24.664727635045,121.643525754589,wsqs24447,E,1,0
774,ILA259449,慈安路,Ci-an Rd.,24.66495,121.643478,wsqs2445d,W,0,1
775,ILA259454,碼崙,Malun,24.60091,121.52898,wsq7vqqww,W,0,7
776,ILA259455,碼崙,Malun,24.60082,121.52903,wsq7vqqwp,E,3,1
777,ILA263062,親水公園,Dongshan River Water Park,24.67215,121.81161,wsqs7gkt8,S,0,4
778,ILA263065,親水公園,Dongshan River Water Park,24.67221,121.81165,wsqs7gkw1,N,10,1
779,ILA263066,萬善堂,Wanshan Temple,24.67796,121.80044,wsqs7skre,S,0,3
780,ILA263067,萬善堂,Wanshan Temple,24.67801,121.80054,wsqs7skry,W,0,0
781,ILA263069,崙埤,Lunbi,24.67639,121.60978,wsqkrk1w3,S,20,1
782,ILA263071,富貴,Fugui,24.67967,121.68453,wsqs2uzcr,W,5,3
783,ILA263072,富貴,Fugui,24.67959,121.68452,wsqs2uzcn,E,0,4
784,ILA263073,慈濟精舍,Tzuchi Abode,24.682812,121.785547,wsqs7m3eb,E,1,5
785,ILA263075,臨時站,Temporary Station,24.83519,121.82331,wsqtk1j52,N,5,5
786,ILA263076,協和村,Xiehe Village,24.69071,121.80647,wsqs7ybcb,N,0,2
787,ILA263077,協和村,Xiehe Village,24.69084,121.80639,wsqs7ybdw,S,0,0
788,ILA263078,臨時站,Temporary Station,24.83526,121.82311,wsqtk1hgu,S,4,7
789,ILA263080,馬賽街,Masai St.,24.6230273190108,121.834317251377,wsqsh6mp9,S,15,18
790,ILA263081,馬賽街,Masai St.,24.623010000066,121.834499953012,wsqsh6mpm,N,11,10
791,ILA263082,鎮興廟,Zhenxing Temple,24.73865,121.74409,wsqsdre34,S,0,5
792,ILA263083,鎮興廟,Zhenxing Temple,24.738709,121.744364,wsqsdre93,E,2,0
793,ILA263084,湖底路,Hudi Rd.,24.74934,121.67366,wsqsbc2p3,W,0,2
794,ILA263085,湖底路,Hudi Rd.,24.74913,121.67359,wsqsbc2n0,E,6,0
795,ILA263086,臨時站,Temporary Station,24.769749,121.715887,wsqsctny1,N,0,2
796,ILA263087,臨時站,Temporary Station,24.76967,121.71587,wsqsctnvc,E,0,0
797,ILA263090,匏崙,Paolun,24.79345,121.73078,wsqt4198k,S,0,0
798,ILA263092,內鯉魚,Neiliyu,24.78864,121.73425,wsqt40shm,S,0,0
799,ILA264711,下鼎橄社,Xiadingganshe,24.6735,121.8086,wsqs7gdmd,E,0,1
800,ILA266471,宜蘭中山公園,Yilan Park,24.75447,121.75381,wsqsfd6mj,W,433,85
801,ILA268973,江夏路,Jiangxia Road,24.58188,121.86506,wsqev4grv,S,0,255
802,ILA268974,江夏路,Jiangxia Road,24.58206,121.8652,wsqev558b,E,308,3
803,ILA271120,宜蘭轉運站,Yilan Transfer Station,24.751763,121.75972,wsqsf9ytr,W,159,0
804,ILA271461,礁溪國小,Jiaoxi Elementary School,24.82107,121.76965,wsqt4ytcn,N,25,87
805,ILA271462,礁溪國小,Jiaoxi Elementary School,24.821,121.76945,wsqt4ytbc,S,93,30
806,ILA271463,礁溪電池廠,Jiaoxi Battery Factory,24.82454,121.7709,wsqt4znv7,N,24,232
807,ILA271464,礁溪電池廠,Jiaoxi Battery Factory,24.82462,121.77081,wsqt4znvc,S,211,43
808,ILA271473,第一銀行,First Bank,24.757266,121.752503,wsqsfdcmw,S,14,149
809,ILA271634,慈林文教,Chilin Culture and Education Center,24.70918,121.77134,wsqsdfpjm,S,8,11
810,ILA273191,壯圍鄉公所,Zhuangwei Township Office,24.746520145215,121.785749658747,wsqsg2cwv,W,32,69
811,ILA274187,冬山,Dongshan,24.633589,121.79036,wsqs5kmj1,E,0,40
812,ILA274189,馬賽郵局,Masai Post Office,24.6255579130855,121.833282060287,wsqsh6uq3,S,0,13
813,ILA274190,馬賽郵局,Masai Post Office,24.6256200000518,121.833389953042,wsqsh6uqe,N,7,2
814,ILA274833,金陵新村,Jinlingxincun,24.6625,121.7379,wsqs61wv6,W,0,1
815,ILA274834,金陵新村,Jinlingxincun,24.658367,121.733272,wsqs60gmq,N,0,0
816,ILA275215,南橋頭,Nanqiaotou,24.70983,121.77264,wsqse421h,N,7,6
817,ILA275478,港口,Gangkou,24.6194397,121.8475152,wsqsh9yds,E,0,2
818,ILA276053,新生里,Xinsheng Village,24.768283,121.756125,wsqsfsuje,S,28,58
819,ILA276056,三清路,Sanqing Rd.,24.756026,121.748283,wsqsf6wqk,E,0,3
820,ILA276058,隘界,Aijia,24.618877,121.842556,wsqsh9ep3,E,0,7
821,ILA277505,光明路,Guangming Rd.,24.67004,121.71941,wsqs3g137,W,8,18
822,ILA277807,新生里,Xinsheng Village,24.768015,121.756123,wsqsfsuh5,N,43,32
823,ILA278127,河濱公園,Riverside Park,24.764166,121.754738,wsqsfs5je,N,6,6
824,ILA279230,三民村,Sanmin Village,24.80523,121.7658,wsqt4gehu,N,6,5
825,ILA279232,青雲路,Qingyun Rd.,24.85548,121.82345,wsqtkhv1s,S,96,0
826,ILA280573,羅東夜市(中山公園),Luodong Night Market(Zhongshan Park),24.67644,121.76807,wsqs6uhy9,N,31,439
827,ILA280673,青雲路,Qingyun Rd.,24.85544,121.82359,wsqtkhv1r,E,7,85
828,ILA281831,隘界,Aijia,24.61895,121.84255,wsqsh9epc,W,12,0
829,ILA285016,慈濟精舍,Tzuchi Abode,24.682934,121.785641,wsqs7m3se,W,9,0
830,ILA290031,蘭陽博物館,LANYANG MUSEUM,24.86987,121.83311,wsqtkrkjm,E,0,25
831,ILA290082,羅東後火車站(羅東轉運站),Luodong Back Railway Station (Luodong Bus Station),24.67806,121.77533,wsqs7hd04,E,66,47
832,ILA290408,下鼎橄社,Hsiadingganshe,24.67335,121.80874,wsqs7gdkt,E,0,0
833,ILA290409,下鼎橄社,Hsiadingganshe,24.67345,121.80858,wsqs7gdm3,W,3,0
834,ILA290414,杏輝製藥,Almond Medicine facility,24.63415,121.75248,wsqs4s92q,S,0,0
835,ILA290415,杏輝製藥,Almond Medicine facility,24.63396,121.75249,wsqs4s3rn,E,0,0
836,ILA290426,中福,Zhongfu,24.68405,121.79333,wsqs7mx5n,E,0,0
837,ILA290427,中福,Zhongfu,24.68412,121.79331,wsqs7mx5m,W,0,0
838,ILA290430,五結市中心,Wujie Down Town,24.684383,121.798014,wsqs7tdsg,S,0,0
839,ILA290433,仁山植物園,Renshan Botanical Garden,24.62348,121.75181,wsqs4d8fn,E,6,7
840,ILA290435,公正國小(羅東夜市),Gongzheng Elementary school(Luodong Night Market),24.679493,121.76657,wsqs6ug8q,E,0,0
841,ILA290436,公正國小(羅東夜市),Gongzheng Elementary school(Luodong Night Market),24.679456,121.766711,wsqs6ugb6,W,0,0
842,ILA290437,公正國小(羅東夜市),Gongzheng Elementary school(Luodong Night Market),24.6795,121.76653,wsqs6ug8t,E,0,0
843,ILA290438,公正國小(羅東夜市),Gongzheng Elementary school(Luodong Night Market),24.67946,121.76672,wsqs6ugb6,W,0,0
844,ILA290441,文化國中,Wenhua Junior high school,24.61863,121.83427,wsqsh3tjb,S,0,2
845,ILA290443,冬山河親水公園,Dongshan River Water Park,24.67225,121.81162,wsqs7gkw2,S,2,0
846,ILA290444,冬山河親水公園,Dongshan River Water Park,24.6724,121.81145,wsqs7gkrh,S,0,1
847,ILA290445,冬山河親水公園,Dongshan River Water Park,24.6722378942752,121.811621500785,wsqs7gkw0,S,0,0
848,ILA290446,北城公園(觀天下),Beicheng Park(Kuantienshia),24.67913,121.75586,wsqs6seym,E,0,0
849,ILA290447,北城公園(觀天下),Beicheng Park(Kuantienshia),24.67939,121.75584,wsqs6sezu,W,0,0
850,ILA290465,利澤工業區1(利興三路),Lize Industry Area 1(Lixing 3rd Rd.),24.6631,121.8286,wsqsk3bbu,S,0,2
851,ILA290466,利澤工業區2(利興一路),Lize Industry  Area 2(Lixing 1st Rd.),24.64862,121.83227,wsqshr5s9,S,0,0
852,ILA290467,利澤工業區2(利興一路),Lize Industry  Area 2(Lixing 1st Rd.),24.6486,121.83355,wsqshrhkx,N,0,0
853,ILA290472,東安社區,Dongan Community,24.67506,121.77585,wsqs75fqw,E,0,1
854,ILA290473,東安社區,Dongan Community,24.67509,121.77587,wsqs75fqz,W,0,0
855,ILA290474,東和食品廠,Donghe Foods Factory,24.682814,121.782541,wsqs7jr7f,S,0,0
856,ILA290475,東和食品廠,Donghe Foods Factory,24.68266,121.7826,wsqs7jr6u,E,0,0
857,ILA290487,青仔地,Qingzidi,24.6682,121.81786,wsqsk49n9,W,1,0
858,ILA290488,青仔地,Qingzidi,24.66804,121.81783,wsqsk49j9,E,1,2
859,ILA290500,馬賽國小,Masai Elementary school,24.62188,121.83432,wsqsh6m0c,S,0,1
860,ILA290501,馬賽國小,Masai Elementary school,24.62184,121.83445,wsqsh6m0s,N,0,0
861,ILA290504,國立傳統藝術中心,National Center for Tranditional Arts,24.68805,121.82548,wsqsknqd7,S,0,0
862,ILA290505,康定新城,Kangding Xincheng,24.67294,121.76863,wsqs6gt4q,W,13,0
863,ILA290506,康定新城,Kangding Xincheng,24.67281,121.76835,wsqs6gt18,E,0,6
864,ILA290507,梅花湖,Meihua Lake,24.64725,121.7312,wsqs4ncuw,N,20,4
865,ILA290508,梅花路口,Meihua Rd. Entrance,24.65934,121.73517,wsqs61hg5,N,3,2
866,ILA290509,梅花路口,Meihua Rd. Entrance,24.65933,121.73515,wsqs61hg4,S,0,1
867,ILA290510,清水大鎮1,Qingshuidazhen 1,24.68397,121.83335,wsqskms6d,E,0,14
868,ILA290511,清水大鎮2,Qingshuidazhen 2,24.68254,121.83302,wsqskmk45,E,0,0
869,ILA290512,清水大鎮3,Qingshuidazhen 3,24.68335,121.83139,wsqskm6yv,N,0,0
870,ILA290514,頂寮,Dingliao,24.64147,121.8345,wsqshmv4v,S,0,0
871,ILA290515,鹿埔路口,Lupu Rd. Entrance,24.64306,121.75179,wsqs4w0un,S,0,0
872,ILA290516,鹿埔路口,Lupu Rd. Entrance,24.64333,121.75175,wsqs4w0vv,N,0,0
873,ILA290517,博愛聖母醫院,Poh-Ai Hospital,24.67197,121.77238,wsqs6gruw,W,0,0
874,ILA290519,博愛聖母醫院,Poh-Ai Hospital,24.67186,121.77245,wsqs6grup,E,0,0
875,ILA290520,湧泉,Yongquan,24.5956,121.844518,wsqeutkrz,E,0,0
876,ILA290521,湧泉,Yongquan,24.59578,121.84441,wsqeuts2u,W,8,0
877,ILA290531,慈濟精舍,Tzuchi,24.68292,121.78568,wsqs7m3sk,S,0,0
878,ILA290532,慈濟精舍,Tzuchi,24.682836,121.785569,wsqs7m3ec,E,0,0
879,ILA290535,新店,Xindian,24.67198,121.82597,wsqsk5quw,S,0,0
880,ILA290536,新店,Xindian,24.67198,121.826,wsqsk5qux,E,0,1
881,ILA290537,獅子城,Shizicheng,24.68353,121.78968,wsqs7mkxc,W,0,0
882,ILA290538,獅子城,Shizicheng,24.68345,121.78986,wsqs7mkxt,E,0,3
883,ILA290539,萬善堂,Wanshantang,24.67798,121.80044,wsqs7skre,S,2,0
884,ILA290540,義芳,Yifang,24.68295,121.78677,wsqs7m6kt,E,0,0
885,ILA290541,義芳,Yifang,24.68303,121.78664,wsqs7m6m4,W,0,0
886,ILA290546,廣興國小,Guangxing Elementary School,24.6658,121.74268,wsqs6662d,S,0,0
887,ILA290547,廣興國小,Guangxing Elementary school,24.66582,121.74284,wsqs6662v,E,0,0
888,ILA290550,橫圳路口,Hengzun Rd. Entrance,24.65062,121.73985,wsqs4r822,W,8,0
